TransactionID,Month,DayOfWeek,Category,Quantity,SalesAmount,CostPrice,Profit,Discount(%),CustomerType,PaymentMethod
503,March,Saturday,Watch & Accessories,4,79.22,70.37,8.85,0,Walk-in,Wallet
471,March,Monday,Toys & Sports,2,81.04,57.51,23.53,0,Club-More,Card
1167,June,Saturday,Medicine,2,81.63,67.7,13.93,5,Regular,Card
981,May,Sunday,Gift Items,3,131.03,96.65,34.38,0,Regular,Card
1167,June,Saturday,Kitchenware,1,152.54,129.42,23.12,0,Regular,Cash
872,May,Tuesday,Kitchenware,4,75.73,67.87,7.86,5,Club-More,Cash
370,February,Wednesday,Garments,1,54.64,44.77,9.87,0,Club-More,Card
574,March,Saturday,Soft Drinks,5,121.53,97.09,24.44,10,Regular,Cash
90,January,Thursday,Garments,2,50.93,37.66,13.27,0,Club-More,Wallet
918,May,Tuesday,Breakfast Cereals,2,56.63,46.56,10.07,5,Regular,Card
523,March,Friday,Bakery,5,94.89,77.31,17.58,0,Regular,Card
493,March,Friday,Pulses & Lentils,3,113.49,85.31,28.18,0,Regular,Card
222,February,Thursday,Imitation Jewelry,4,29.87,23.7,6.17,0,Walk-in,Card
202,January,Friday,Stationery,2,62.27,51.57,10.7,0,Regular,Wallet
1005,June,Sunday,Imitation Jewelry,2,125.5,102.56,22.94,0,Walk-in,Cash
919,May,Tuesday,Watch & Accessories,2,50.28,42.67,7.61,0,Walk-in,Card
1808,September,Friday,Jewellery & Accessories,4,298.92,222.78,76.14,0,Regular,Card
1063,June,Friday,Stationery,3,130.74,98.56,32.18,0,Club-More,Card
505,March,Friday,Home Appliance,1,548.76,423.01,125.75,0,Walk-in,Card
1200,July,Wednesday,Gift Items,4,102.46,80.93,21.53,0,Walk-in,Cash
1803,September,Friday,Energy Drinks,1,135.39,100.97,34.42,0,Regular,Cash
767,April,Sunday,Dry Fruits & Nuts,4,41.26,29.84,11.42,5,Walk-in,Cash
681,April,Sunday,Breakfast Cereals,2,64.64,49.45,15.19,10,Club-More,Card
1818,September,Thursday,Energy Drinks,3,90.07,67.71,22.36,10,Regular,Card
1702,September,Wednesday,Roastery,5,142.16,116.88,25.28,0,Walk-in,Card
216,February,Sunday,Fruits & Vegetables,4,118.02,84.93,33.09,0,Regular,Wallet
1373,July,Thursday,Ice Cream,2,137.15,103.1,34.05,0,Club-More,Card
325,February,Sunday,Confectionery,5,38.3,26.92,11.38,10,Regular,Card
416,March,Sunday,FMCG Food,3,39.14,35.06,4.08,0,Regular,Cash
239,February,Saturday,Toys & Sports,1,121.75,101.36,20.39,5,Regular,Card
1771,September,Tuesday,Electronics,1,201.82,145.05,56.77,15,Regular,Cash
1418,August,Tuesday,Cleaning Supplies,2,65.03,46.66,18.37,15,Regular,Card
231,February,Friday,Deli & Ready Meals,2,68.15,55.92,12.23,15,Regular,Cash
700,April,Tuesday,Toys & Sports,2,74.82,60.83,13.99,0,Club-More,Card
39,January,Sunday,Watch & Accessories,3,44.91,35.76,9.15,0,Regular,Card
1795,September,Tuesday,Medicine,5,38.62,32.68,5.94,5,Walk-in,Cash
1861,September,Thursday,Watch & Accessories,3,127.35,100.12,27.23,15,Club-More,Card
363,February,Thursday,Organic Foods,4,81.31,62.04,19.27,15,Regular,Card
423,March,Tuesday,Spices & Condiments,3,73.56,61.47,12.09,10,Regular,Card
665,April,Friday,Rice & Grains,4,149.52,115.55,33.97,0,Club-More,Card
19,January,Tuesday,Watch & Accessories,3,80.98,72.04,8.94,5,Walk-in,Card
1440,August,Monday,Butchery,1,89.61,74.2,15.41,0,Club-More,Card
1512,August,Sunday,Bakery,4,54.63,42.11,12.52,0,Club-More,Card
314,February,Tuesday,FMCG Food,4,93.89,72.72,21.17,0,Club-More,Wallet
213,January,Monday,Kitchenware,1,57.01,49.99,7.02,0,Regular,Wallet
1358,July,Tuesday,Deli & Ready Meals,5,63.65,54.1,9.55,10,Regular,Card
527,March,Wednesday,Electronics,5,427.35,364.38,62.97,0,Regular,Cash
889,May,Thursday,Snacks,5,49.31,34.72,14.59,0,Club-More,Cash
264,February,Wednesday,Rice & Grains,1,115.4,95.74,19.66,0,Walk-in,Card
823,May,Wednesday,Ice Cream,4,44.46,38.45,6.01,0,Club-More,Card
16,January,Wednesday,Butchery,2,88.95,64.06,24.89,0,Club-More,Card
1678,September,Thursday,Jewellery & Accessories,3,586.27,522.2,64.07,10,Regular,Cash
1704,September,Sunday,Electronics,5,422.29,328.11,94.18,0,Regular,Cash
486,March,Thursday,Butchery,4,190.23,154.76,35.47,15,Walk-in,Card
1852,September,Thursday,Electronics,2,544.47,402.28,142.19,0,Regular,Cash
1693,September,Sunday,Pulses & Lentils,4,83.85,63.76,20.09,5,Regular,Cash
1543,August,Wednesday,Frozen Foods,1,49.02,35.76,13.26,0,Regular,Cash
1555,August,Sunday,Home Appliance,2,279.7,196.65,83.05,0,Club-More,Cash
1670,September,Monday,Breakfast Cereals,3,91.1,69.53,21.57,0,Regular,Card
79,January,Sunday,FMCG Food,2,29.42,20.78,8.64,0,Regular,Card
745,April,Tuesday,Breakfast Cereals,4,38.76,32.52,6.24,15,Regular,Cash
1807,September,Monday,Dry Fruits & Nuts,2,146.06,119.69,26.37,15,Club-More,Wallet
1072,June,Sunday,Rice & Grains,5,85.36,62.51,22.85,0,Club-More,Cash
332,February,Wednesday,Oils & Ghee,3,120.32,86.0,34.32,0,Walk-in,Wallet
1659,September,Sunday,Medicine,4,56.6,46.7,9.9,10,Regular,Cash
410,March,Thursday,Stationery,3,12.52,11.03,1.49,10,Walk-in,Card
1175,June,Sunday,Roastery,1,97.54,72.64,24.9,0,Regular,Card
418,March,Sunday,Home Appliance,1,498.93,445.33,53.6,0,Club-More,Card
1840,September,Saturday,FMCG Non-Food,3,167.06,146.23,20.83,15,Club-More,Cash
954,May,Wednesday,Tobacco & Accessories,5,98.66,85.38,13.28,0,Regular,Card
647,April,Monday,Cleaning Supplies,4,154.62,124.62,30.0,0,Regular,Card
198,January,Thursday,Stationery,4,77.4,60.89,16.51,0,Regular,Cash
851,May,Monday,Stationery,4,35.26,28.04,7.22,15,Club-More,Cash
716,April,Friday,Snacks,2,11.21,7.9,3.31,0,Regular,Wallet
610,April,Saturday,Pet Care,3,99.51,78.62,20.89,5,Club-More,Card
690,April,Saturday,Seasonal Products,1,72.01,51.74,20.27,0,Regular,Cash
1696,September,Friday,Chilled & Dairy,4,138.28,108.93,29.35,10,Regular,Card
805,April,Saturday,Stationery Premium,3,61.51,55.14,6.37,10,Club-More,Cash
1428,August,Monday,Footwear,1,70.14,60.05,10.09,0,Club-More,Card
306,February,Sunday,Baby Products,5,55.06,40.15,14.91,5,Regular,Cash
1436,August,Thursday,Watch & Accessories,5,78.41,55.99,22.42,10,Regular,Card
1770,September,Wednesday,Luggage,3,29.42,26.42,3.0,5,Club-More,Cash
196,January,Sunday,Household,2,24.71,21.06,3.65,10,Regular,Card
1701,September,Sunday,Fruits & Vegetables,1,74.85,63.27,11.58,0,Club-More,Cash
264,February,Saturday,Health & Beauty,1,121.18,97.83,23.35,5,Club-More,Card
566,March,Tuesday,Garments,5,60.35,42.85,17.5,10,Walk-in,Card
937,May,Tuesday,Deli & Ready Meals,2,61.83,51.01,10.82,15,Walk-in,Cash
1688,September,Friday,Seasonal Products,5,33.79,24.08,9.71,0,Club-More,Cash
33,January,Tuesday,Health & Beauty,5,58.92,50.23,8.69,0,Club-More,Card
1787,September,Tuesday,Health & Beauty,1,37.47,29.07,8.4,0,Club-More,Card
1452,August,Monday,Oils & Ghee,4,96.77,83.72,13.05,0,Regular,Card
272,February,Monday,Tobacco & Accessories,3,54.8,38.48,16.32,10,Regular,Cash
1666,September,Thursday,Bakery,5,79.73,71.58,8.15,0,Walk-in,Cash
625,April,Wednesday,Pulses & Lentils,3,296.64,255.84,40.8,0,Regular,Card
124,January,Wednesday,Spices & Condiments,5,69.99,54.67,15.32,0,Club-More,Card
672,April,Monday,Gift Items,1,98.23,77.35,20.88,0,Regular,Card
1350,July,Monday,Snacks,4,41.4,31.63,9.77,0,Walk-in,Card
393,February,Wednesday,Dry Fruits & Nuts,2,79.12,60.79,18.33,0,Regular,Wallet
1156,June,Thursday,Fish,1,97.81,69.76,28.05,0,Regular,Card
726,April,Friday,FMCG Food,3,129.47,107.57,21.9,0,Regular,Cash
1761,September,Saturday,Garments,3,23.63,17.34,6.29,0,Regular,Wallet
412,March,Wednesday,Frozen Foods,1,114.56,90.1,24.46,0,Regular,Card
442,March,Thursday,Home Furnishing,1,42.49,32.74,9.75,0,Regular,Card
1228,July,Tuesday,FMCG Food,2,78.78,61.74,17.04,15,Regular,Card
1567,August,Tuesday,Garments,2,95.5,72.28,23.22,0,Club-More,Wallet
957,May,Sunday,Jewellery & Accessories,3,281.25,213.97,67.28,0,Walk-in,Card
1359,July,Sunday,Health & Beauty,1,88.0,75.39,12.61,0,Club-More,Card
1590,August,Tuesday,Imitation Jewelry,3,90.7,69.73,20.97,5,Regular,Card
327,February,Wednesday,Garments,3,44.58,33.65,10.93,0,Regular,Cash
724,April,Friday,Cleaning Supplies,5,73.2,52.27,20.93,10,Club-More,Card
421,March,Friday,Oils & Ghee,4,101.24,77.57,23.67,0,Regular,Card
318,February,Wednesday,Luggage,1,56.49,44.72,11.77,0,Regular,Cash
633,April,Saturday,Cleaning Supplies,3,237.85,211.75,26.1,0,Regular,Card
1725,September,Friday,Personal Care,4,63.07,49.48,13.59,0,Walk-in,Card
796,April,Wednesday,Stationery,5,67.67,47.79,19.88,0,Club-More,Card
1089,June,Tuesday,Pet Care,4,99.83,74.61,25.22,0,Club-More,Card
669,April,Friday,Rice & Grains,5,63.42,49.37,14.05,0,Club-More,Card
1396,July,Tuesday,Stationery Premium,1,85.26,62.36,22.9,10,Club-More,Card
120,January,Wednesday,Watch & Accessories,1,161.52,137.23,24.29,0,Regular,Wallet
597,April,Monday,Butchery,2,208.08,148.33,59.75,10,Club-More,Card
109,January,Thursday,Electronics,2,671.04,573.59,97.45,15,Regular,Card
752,April,Friday,Butchery,3,103.84,79.86,23.98,0,Walk-in,Card
1532,August,Saturday,Beverages,2,121.59,98.36,23.23,0,Walk-in,Cash
866,May,Saturday,Stationery,1,144.35,125.78,18.57,0,Walk-in,Card
1053,June,Tuesday,Canned Foods,1,72.44,62.56,9.88,0,Club-More,Cash
1439,August,Wednesday,Jewellery & Accessories,4,508.2,365.05,143.15,15,Club-More,Cash
151,January,Tuesday,Soft Drinks,1,166.15,137.32,28.83,0,Regular,Cash
1864,September,Thursday,Energy Drinks,4,58.02,43.43,14.59,0,Club-More,Cash
778,April,Tuesday,Snacks,5,34.36,27.51,6.85,5,Regular,Card
1823,September,Friday,Luggage,5,84.65,73.22,11.43,0,Regular,Cash
1376,July,Saturday,Health & Beauty,3,93.63,77.45,16.18,5,Club-More,Cash
1819,September,Wednesday,Water & Juices,4,103.68,78.35,25.33,0,Club-More,Card
510,March,Tuesday,Butchery,1,124.18,108.13,16.05,5,Club-More,Card
949,May,Friday,Seasonal Products,5,104.9,86.48,18.42,0,Regular,Card
140,January,Tuesday,Frozen Foods,1,126.35,94.07,32.28,0,Club-More,Card
1348,July,Tuesday,Spices & Condiments,3,99.43,72.98,26.45,0,Regular,Cash
318,February,Monday,Stationery Premium,1,217.92,177.11,40.81,0,Club-More,Wallet
199,January,Saturday,Stationery Premium,3,103.51,86.08,17.43,0,Regular,Card
662,April,Sunday,Snacks,5,31.7,22.64,9.06,0,Regular,Wallet
1156,June,Thursday,Chilled & Dairy,4,213.38,181.57,31.81,0,Club-More,Card
1290,July,Thursday,Garments,5,102.26,80.06,22.2,0,Club-More,Cash
1776,September,Wednesday,Home Furnishing,3,108.52,95.63,12.89,0,Regular,Card
1714,September,Monday,Gift Items,4,59.08,50.06,9.02,5,Walk-in,Card
401,March,Saturday,Home Furnishing,3,104.56,91.09,13.47,10,Club-More,Card
1175,June,Wednesday,Breakfast Cereals,3,31.3,26.55,4.75,5,Regular,Wallet
489,March,Saturday,Household,2,161.27,126.95,34.32,0,Regular,Card
725,April,Wednesday,Soft Drinks,3,98.33,87.07,11.26,0,Regular,Card
467,March,Wednesday,Canned Foods,5,41.29,30.52,10.77,15,Regular,Card
1858,September,Friday,Kitchenware,2,83.37,61.5,21.87,0,Walk-in,Card
1013,June,Wednesday,Stationery,2,71.12,55.07,16.05,0,Regular,Card
984,May,Sunday,IT Products,3,61.34,48.87,12.47,10,Regular,Wallet
1304,July,Sunday,Medicine,2,60.66,51.35,9.31,0,Walk-in,Cash
779,April,Thursday,Confectionery,1,11.51,9.47,2.04,0,Club-More,Card
540,March,Tuesday,Luggage,5,74.39,57.41,16.98,0,Regular,Cash
1830,September,Friday,FMCG Food,1,81.63,72.48,9.15,10,Regular,Card
1463,August,Tuesday,Watch & Accessories,5,65.0,51.87,13.13,0,Regular,Cash
1117,June,Sunday,Snacks,3,28.03,22.32,5.71,0,Walk-in,Cash
733,April,Sunday,FMCG Food,2,63.29,49.18,14.11,0,Walk-in,Card
660,April,Monday,Household,5,77.78,61.94,15.84,15,Walk-in,Card
454,March,Sunday,Kitchenware,1,54.42,42.39,12.03,5,Walk-in,Card
577,March,Monday,Jewellery & Accessories,5,450.6,401.62,48.98,5,Club-More,Card
398,March,Thursday,Health & Beauty,1,128.36,113.39,14.97,0,Club-More,Card
943,May,Tuesday,Beverages,3,65.74,57.94,7.8,0,Club-More,Card
195,January,Thursday,Kitchenware,2,70.04,53.98,16.06,0,Club-More,Card
1090,June,Friday,Breakfast Cereals,2,30.54,26.81,3.73,0,Club-More,Card
802,April,Friday,Kitchenware,1,293.05,208.96,84.09,0,Club-More,Cash
643,April,Wednesday,FMCG Food,1,80.87,71.03,9.84,5,Walk-in,Card
836,May,Monday,Fruits & Vegetables,1,405.51,360.92,44.59,10,Regular,Card
1351,July,Sunday,Roastery,2,78.93,62.6,16.33,15,Walk-in,Wallet
1026,June,Saturday,Stationery Premium,1,62.53,52.46,10.07,0,Club-More,Card
1731,September,Saturday,Household,3,106.36,84.32,22.04,0,Club-More,Card
1836,September,Sunday,Oils & Ghee,2,75.75,61.41,14.34,0,Regular,Card
863,May,Tuesday,IT Products,2,151.99,113.65,38.34,0,Walk-in,Cash
1675,September,Saturday,Tobacco & Accessories,1,36.69,27.22,9.47,5,Regular,Card
1275,July,Monday,Jewellery & Accessories,5,2028.0,1579.87,448.13,0,Regular,Card
1110,June,Tuesday,Dry Fruits & Nuts,4,70.39,59.51,10.88,5,Regular,Card
1677,September,Monday,Oils & Ghee,2,149.77,129.84,19.93,0,Club-More,Card
1848,September,Thursday,Bakery,1,83.26,71.66,11.6,0,Club-More,Card
1278,July,Wednesday,Gift Items,5,110.97,90.98,19.99,5,Walk-in,Cash
448,March,Sunday,Organic Foods,2,70.05,57.36,12.69,0,Regular,Card
1223,July,Sunday,Personal Care,1,49.77,39.3,10.47,5,Regular,Card
303,February,Monday,Ice Cream,4,76.02,53.51,22.51,5,Regular,Card
1282,July,Saturday,Canned Foods,1,55.04,42.19,12.85,0,Club-More,Cash
367,February,Saturday,Pulses & Lentils,5,173.67,136.47,37.2,0,Regular,Cash
1424,August,Saturday,Roastery,5,71.12,54.16,16.96,0,Regular,Card
199,January,Thursday,Pet Care,2,103.89,90.2,13.69,0,Club-More,Card
1111,June,Wednesday,Home Furnishing,4,63.13,56.13,7.0,10,Club-More,Cash
692,April,Friday,Fruits & Vegetables,5,71.72,54.06,17.66,5,Regular,Card
587,March,Thursday,Organic Foods,3,157.97,135.21,22.76,5,Walk-in,Card
1120,June,Monday,Footwear,1,70.45,50.91,19.54,0,Regular,Cash
1341,July,Monday,Bakery,1,92.47,64.84,27.63,0,Club-More,Card
1427,August,Saturday,Beverages,4,80.28,71.44,8.84,15,Regular,Card
942,May,Thursday,Baby Products,3,30.78,22.13,8.65,0,Regular,Card
1634,September,Tuesday,Energy Drinks,2,78.25,62.37,15.88,0,Club-More,Card
1123,June,Friday,Roastery,3,56.98,47.27,9.71,5,Regular,Card
1389,July,Wednesday,FMCG Food,4,60.07,45.01,15.06,0,Regular,Card
723,April,Thursday,Health & Beauty,5,57.64,44.81,12.83,5,Regular,Card
398,March,Thursday,Frozen Foods,1,92.53,79.57,12.96,0,Regular,Card
1134,June,Monday,Confectionery,2,54.43,39.62,14.81,0,Club-More,Card
354,February,Friday,Bakery,5,115.74,89.39,26.35,0,Regular,Cash
1457,August,Wednesday,Imitation Jewelry,5,97.86,86.09,11.77,0,Regular,Wallet
1618,August,Saturday,Health & Beauty,5,97.39,73.8,23.59,0,Club-More,Card
311,February,Saturday,Ice Cream,2,28.83,22.82,6.01,0,Walk-in,Cash
71,January,Friday,Water & Juices,2,81.23,68.11,13.12,10,Club-More,Cash
162,January,Monday,Garments,1,85.88,66.08,19.8,0,Regular,Card
1366,July,Saturday,Cleaning Supplies,5,108.34,88.42,19.92,5,Club-More,Card
1208,July,Saturday,Pulses & Lentils,3,18.59,16.7,1.89,5,Regular,Cash
231,February,Wednesday,Organic Foods,3,32.07,23.11,8.96,0,Club-More,Card
271,February,Tuesday,Frozen Foods,1,67.37,50.04,17.33,0,Club-More,Card
1337,July,Thursday,Confectionery,2,45.34,35.87,9.47,0,Club-More,Wallet
1706,September,Saturday,Chilled & Dairy,2,53.22,40.83,12.39,0,Club-More,Cash
1443,August,Wednesday,Spices & Condiments,4,90.74,79.49,11.25,0,Regular,Cash
1007,June,Wednesday,Personal Care,2,196.19,176.53,19.66,0,Walk-in,Cash
1623,August,Sunday,Toys & Sports,4,77.65,65.39,12.26,10,Club-More,Cash
204,January,Sunday,Frozen Foods,4,24.73,20.52,4.21,0,Regular,Card
266,February,Sunday,Pet Care,5,48.24,39.05,9.19,0,Regular,Cash
1353,July,Wednesday,Cleaning Supplies,1,100.37,77.61,22.76,0,Regular,Card
1274,July,Saturday,IT Products,3,69.32,54.67,14.65,0,Regular,Card
576,March,Sunday,Home Furnishing,4,108.01,86.0,22.01,5,Walk-in,Card
335,February,Friday,Energy Drinks,5,104.49,82.7,21.79,0,Regular,Card
1387,July,Monday,Beverages,1,96.14,81.87,14.27,0,Regular,Card
977,May,Friday,Medicine,5,100.33,74.6,25.73,10,Regular,Card
802,April,Wednesday,Roastery,4,167.5,124.75,42.75,0,Club-More,Card
1775,September,Saturday,Footwear,3,57.66,47.83,9.83,0,Regular,Cash
945,May,Saturday,Toys & Sports,3,25.08,20.03,5.05,0,Regular,Card
841,May,Friday,Deli & Ready Meals,3,85.98,64.84,21.14,0,Regular,Cash
1192,July,Sunday,Snacks,3,37.94,26.91,11.03,5,Regular,Cash
798,April,Friday,Roastery,4,43.34,31.53,11.81,0,Club-More,Card
595,April,Friday,Footwear,3,111.25,79.95,31.3,0,Regular,Cash
668,April,Wednesday,Confectionery,3,30.03,25.15,4.88,0,Club-More,Card
1268,July,Monday,Butchery,5,53.04,46.76,6.28,10,Regular,Card
1558,August,Saturday,FMCG Non-Food,5,69.45,61.78,7.67,10,Walk-in,Card
927,May,Monday,Canned Foods,2,167.08,149.8,17.28,10,Walk-in,Card
110,January,Saturday,Luggage,3,19.45,15.97,3.48,0,Regular,Card
790,April,Tuesday,Deli & Ready Meals,5,76.08,59.28,16.8,0,Regular,Card
854,May,Saturday,Fish,4,42.67,37.3,5.37,0,Walk-in,Cash
1724,September,Thursday,Frozen Foods,4,6.26,5.3,0.96,0,Club-More,Card
1199,July,Thursday,Energy Drinks,3,10.71,7.69,3.02,0,Walk-in,Card
214,January,Tuesday,Cleaning Supplies,1,100.53,75.7,24.83,0,Regular,Card
1146,June,Friday,Biscuits & Cookies,3,77.45,65.8,11.65,5,Walk-in,Card
896,May,Wednesday,Water & Juices,3,74.46,62.71,11.75,0,Walk-in,Cash
1582,August,Friday,Breakfast Cereals,4,80.94,62.02,18.92,0,Regular,Cash
1758,September,Saturday,Soft Drinks,1,72.59,57.99,14.6,0,Walk-in,Cash
854,May,Sunday,Snacks,1,77.68,61.68,16.0,0,Regular,Card
554,March,Saturday,Confectionery,4,54.71,45.4,9.31,0,Regular,Cash
378,February,Monday,FMCG Non-Food,4,57.24,46.31,10.93,0,Club-More,Card
369,February,Saturday,Breakfast Cereals,1,57.13,50.28,6.85,0,Club-More,Card
1251,July,Wednesday,Biscuits & Cookies,1,67.21,57.4,9.81,0,Regular,Cash
1240,July,Saturday,Bakery,4,165.93,130.53,35.4,15,Regular,Card
490,March,Wednesday,Electronics,4,325.65,280.22,45.43,0,Club-More,Card
1487,August,Friday,Stationery,5,188.74,140.49,48.25,0,Walk-in,Cash
1056,June,Saturday,Stationery,3,100.79,77.27,23.52,0,Regular,Card
506,March,Thursday,Oils & Ghee,5,76.54,66.93,9.61,0,Regular,Cash
1393,July,Friday,Home Appliance,2,444.07,318.61,125.46,5,Regular,Cash
907,May,Monday,Home Appliance,2,736.98,581.72,155.26,0,Walk-in,Cash
1683,September,Saturday,Breakfast Cereals,5,123.19,104.84,18.35,0,Regular,Card
411,March,Monday,Water & Juices,2,65.55,51.03,14.52,10,Club-More,Card
642,April,Sunday,Spices & Condiments,2,148.36,129.63,18.73,10,Regular,Card
76,January,Saturday,Deli & Ready Meals,5,120.0,85.61,34.39,0,Regular,Wallet
1600,August,Saturday,Confectionery,5,89.77,74.25,15.52,0,Club-More,Card
366,February,Monday,Electronics,3,238.89,185.87,53.02,0,Regular,Card
1219,July,Tuesday,Breakfast Cereals,5,116.9,98.35,18.55,0,Regular,Card
1862,September,Wednesday,Breakfast Cereals,3,100.73,71.85,28.88,5,Club-More,Card
133,January,Friday,Jewellery & Accessories,5,889.77,634.69,255.08,0,Regular,Card
81,January,Saturday,Organic Foods,3,201.1,141.17,59.93,0,Regular,Cash
63,January,Tuesday,Bakery,2,76.08,62.91,13.17,5,Regular,Card
904,May,Monday,Beverages,1,149.66,119.87,29.79,0,Regular,Card
1598,August,Thursday,Energy Drinks,2,66.76,47.08,19.68,0,Club-More,Cash
615,April,Friday,Energy Drinks,2,68.69,51.83,16.86,0,Regular,Card
713,April,Wednesday,Canned Foods,4,110.1,81.26,28.84,0,Club-More,Cash
1091,June,Wednesday,Watch & Accessories,1,210.47,157.87,52.6,0,Club-More,Card
1567,August,Friday,FMCG Non-Food,3,20.88,17.76,3.12,0,Club-More,Cash
521,March,Wednesday,Kitchenware,1,15.63,13.81,1.82,10,Regular,Cash
1658,September,Friday,Snacks,4,8.99,6.74,2.25,0,Walk-in,Card
788,April,Thursday,Footwear,2,42.81,33.38,9.43,5,Regular,Cash
1452,August,Friday,Gift Items,2,75.73,62.87,12.86,0,Regular,Card
1662,September,Wednesday,Electronics,1,440.14,375.04,65.1,0,Regular,Card
172,January,Sunday,Chilled & Dairy,3,152.07,108.57,43.5,10,Club-More,Cash
1462,August,Saturday,Dry Fruits & Nuts,5,42.37,37.71,4.66,0,Regular,Cash
1276,July,Monday,FMCG Non-Food,4,76.61,57.19,19.42,0,Regular,Card
1529,August,Monday,Health & Beauty,4,66.21,54.27,11.94,5,Club-More,Card
1628,August,Monday,Energy Drinks,4,166.95,144.3,22.65,0,Club-More,Cash
1642,September,Monday,FMCG Food,2,55.54,45.37,10.17,0,Regular,Card
361,February,Wednesday,Home Appliance,5,475.37,363.37,112.0,0,Regular,Cash
993,May,Wednesday,Ice Cream,4,89.24,76.39,12.85,5,Regular,Cash
1557,August,Thursday,Spices & Condiments,1,136.18,102.94,33.24,5,Regular,Wallet
906,May,Saturday,Health & Beauty,5,56.71,47.38,9.33,15,Regular,Card
1192,July,Wednesday,Garments,3,84.41,62.22,22.19,15,Club-More,Cash
1554,August,Wednesday,IT Products,5,79.31,68.4,10.91,0,Walk-in,Card
91,January,Thursday,Gift Items,1,141.95,99.94,42.01,5,Regular,Wallet
275,February,Tuesday,Beverages,2,52.84,45.47,7.37,0,Club-More,Card
409,March,Wednesday,Spices & Condiments,3,106.8,92.67,14.13,5,Regular,Card
1751,September,Monday,Water & Juices,4,80.22,63.07,17.15,0,Club-More,Card
1161,June,Wednesday,Confectionery,5,92.55,70.03,22.52,0,Regular,Wallet
1431,August,Wednesday,Jewellery & Accessories,3,187.14,136.79,50.35,15,Regular,Cash
1242,July,Monday,Footwear,5,37.77,32.65,5.12,0,Regular,Cash
998,June,Thursday,Stationery Premium,2,167.57,145.36,22.21,5,Regular,Card
1256,July,Wednesday,Frozen Foods,4,22.78,19.58,3.2,0,Regular,Cash
1572,August,Wednesday,Confectionery,2,46.33,37.53,8.8,15,Regular,Cash
1863,September,Tuesday,Breakfast Cereals,4,93.68,77.61,16.07,0,Club-More,Card
1145,June,Friday,Frozen Foods,3,130.53,115.16,15.37,0,Regular,Card
1432,August,Tuesday,Confectionery,1,44.15,32.63,11.52,0,Regular,Card
542,March,Sunday,Water & Juices,1,232.46,170.9,61.56,0,Regular,Card
1291,July,Sunday,Fruits & Vegetables,4,104.44,76.86,27.58,10,Regular,Card
1153,June,Friday,Seasonal Products,4,118.29,90.35,27.94,5,Regular,Cash
754,April,Saturday,Garments,1,147.94,112.9,35.04,15,Club-More,Cash
1564,August,Sunday,Personal Care,5,90.96,80.2,10.76,0,Club-More,Cash
980,May,Friday,Organic Foods,2,117.99,88.43,29.56,5,Regular,Wallet
1597,August,Saturday,Medicine,1,58.9,52.59,6.31,0,Club-More,Card
996,June,Tuesday,Pet Care,5,187.77,152.72,35.05,0,Regular,Cash
1722,September,Wednesday,Fruits & Vegetables,3,174.03,138.44,35.59,0,Regular,Card
1027,June,Tuesday,Stationery Premium,3,198.74,149.76,48.98,0,Club-More,Card
369,February,Wednesday,Spices & Condiments,5,119.32,99.05,20.27,15,Club-More,Card
1499,August,Wednesday,Toys & Sports,3,101.69,72.44,29.25,0,Regular,Card
777,April,Wednesday,Rice & Grains,1,33.42,29.29,4.13,0,Walk-in,Cash
56,January,Sunday,Confectionery,5,132.58,98.09,34.49,0,Regular,Card
694,April,Sunday,Ice Cream,3,21.82,18.34,3.48,0,Club-More,Card
1048,June,Thursday,Household,1,75.18,56.24,18.94,5,Regular,Card
1824,September,Saturday,Medicine,5,152.68,113.2,39.48,0,Club-More,Card
1407,August,Monday,Snacks,1,56.1,46.22,9.88,0,Walk-in,Card
1772,September,Monday,Roastery,4,64.24,45.6,18.64,0,Club-More,Cash
444,March,Thursday,Home Appliance,1,286.67,230.17,56.5,0,Club-More,Card
1171,June,Saturday,Baby Products,1,105.45,77.81,27.64,0,Walk-in,Wallet
685,April,Saturday,Confectionery,5,33.82,29.84,3.98,5,Club-More,Cash
1785,September,Sunday,Oils & Ghee,2,47.31,35.76,11.55,5,Walk-in,Cash
448,March,Thursday,Stationery,1,73.0,65.25,7.75,5,Club-More,Card
456,March,Thursday,Bakery,2,127.01,101.71,25.3,5,Club-More,Cash
1519,August,Sunday,Fish,3,37.29,31.97,5.32,0,Club-More,Cash
343,February,Tuesday,Medicine,4,144.62,124.67,19.95,0,Walk-in,Cash
881,May,Monday,Personal Care,3,87.26,66.82,20.44,5,Regular,Card
1612,August,Tuesday,Bakery,1,57.9,48.37,9.53,5,Regular,Card
343,February,Friday,Footwear,3,112.26,86.17,26.09,15,Walk-in,Card
1682,September,Monday,FMCG Non-Food,1,16.62,14.14,2.48,0,Club-More,Card
840,May,Sunday,Dry Fruits & Nuts,1,42.3,36.95,5.35,0,Walk-in,Card
538,March,Tuesday,Ice Cream,3,56.42,47.17,9.25,0,Regular,Cash
666,April,Monday,Soft Drinks,1,88.47,61.99,26.48,0,Regular,Cash
829,May,Thursday,Oils & Ghee,1,120.51,87.9,32.61,5,Regular,Card
837,May,Monday,Tobacco & Accessories,1,54.71,42.9,11.81,0,Club-More,Card
520,March,Saturday,Imitation Jewelry,1,100.4,74.16,26.24,0,Walk-in,Card
1283,July,Thursday,Chilled & Dairy,4,176.81,137.26,39.55,0,Walk-in,Wallet
